FileName|USN|Timestamp|Reason|MFTReference|MFTReferenceSeqNo|MFTParentReference|ParentReferenceSeqNo|FileAttributes|MajorVersion|MinorVersion|SourceInfo|SecurityId
Amcache.hve.LOG2|52953280|2024-10-24 07:57:51.8808662|BASIC_INFO_CHANGE+CLOSE|123790|1|123787|1|archive|2|0|0x00000000|0
Amcache.hve.LOG2|52953376|2024-10-24 07:57:51.8808662|BASIC_INFO_CHANGE|123790|1|123787|1|archive|2|0|0x00000000|0
Amcache.hve.LOG2|52953472|2024-10-24 07:57:51.8808662|BASIC_INFO_CHANGE+CLOSE|123790|1|123787|1|archive|2|0|0x00000000|0
Microsoft-Windows-AppXDeployment%4Operational.evtx|52785952|2024-10-24 07:54:16.5196925|BASIC_INFO_CHANGE+CLOSE|123678|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-AppXDeployment%4Operational.evtx|52786112|2024-10-24 07:54:16.5196925|BASIC_INFO_CHANGE|123678|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-AppXDeployment%4Operational.evtx|52786272|2024-10-24 07:54:16.5196925|BASIC_INFO_CHANGE+CLOSE|123678|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-AppXDeployment%4Operational.evtx|52786432|2024-10-24 07:54:16.5196925|BASIC_INFO_CHANGE|123678|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-AppXDeployment%4Operational.evtx|52786592|2024-10-24 07:54:16.5196925|BASIC_INFO_CHANGE+CLOSE|123678|1|123668|1|archive|2|0|0x00000000|0
SRUDB.jfm|52739216|2024-10-24 07:53:49.0198987|FILE_CREATE+DATA_EXTEND|123625|1|123618|1|archive|2|0|0x00000000|0
SRUDB.jfm|52739296|2024-10-24 07:53:49.0198987|FILE_CREATE+DATA_EXTEND+DATA_OVERWRITE|123625|1|123618|1|archive|2|0|0x00000000|0
dosvc.20241024_053542_838.etl|52953664|2024-10-24 07:59:17.6149828|DATA_EXTEND|33356|6|100029|1|not_content_indexed|2|0|0x00000000|0
Microsoft-Windows-Store%4Operational.evtx|52901712|2024-10-24 07:57:26.4273141|BASIC_INFO_CHANGE+CLOSE|1883|11|123668|1|archive|2|0|0x00000000|0
Schedule Maintenance Work|50914520|2024-10-24 06:22:56.9448815|DATA_TRUNCATION+DATA_EXTEND+CLOSE|103394|2|99102|1|archive|2|0|0x00000000|0
Schedule Maintenance Work|50914632|2024-10-24 06:22:56.9448815|DATA_TRUNCATION|103394|2|99102|1|archive|2|0|0x00000000|0
Microsoft-Windows-Shell-Core%4Operational.evtx|52881792|2024-10-24 07:55:57.4738750|BASIC_INFO_CHANGE+CLOSE|123740|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52881944|2024-10-24 07:55:58.4582497|FILE_CREATE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52882144|2024-10-24 07:55:58.4582497|FILE_CREATE+DATA_EXTEND|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52882344|2024-10-24 07:55:58.4582497|FILE_CREATE+DATA_EXTEND+CLOSE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52882544|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52882744|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE+CLOSE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52882944|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52883144|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE+CLOSE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52883456|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx|52883656|2024-10-24 07:55:58.4582497|BASIC_INFO_CHANGE+CLOSE|123741|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52846280|2024-10-24 07:55:24.5203723|FILE_CREATE+DATA_EXTEND+CLOSE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52846592|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52846816|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE+CLOSE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52847040|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52847264|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE+CLOSE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52847488|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE|123717|1|123668|1|archive|2|0|0x00000000|0
Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4ManagementService.evtx|52847712|2024-10-24 07:55:24.5203723|BASIC_INFO_CHANGE+CLOSE|123717|1|123668|1|archive|2|0|0x00000000|0
WindowsUpdate.20241024.132524.551.1.etl|52847936|2024-10-24 07:55:24.5516973|FILE_CREATE|123718|1|99467|2|archive|2|0|0x00000000|0
WindowsUpdate.20241024.132524.551.1.etl|52848080|2024-10-24 07:55:24.5516973|FILE_CREATE+BASIC_INFO_CHANGE+INDEXABLE_CHANGE|123718|1|99467|2|not_content_indexed|2|0|0x00000000|0
WindowsUpdate.20241024.132524.551.1.etl|52848224|2024-10-24 07:55:24.5516973|FILE_CREATE+BASIC_INFO_CHANGE+INDEXABLE_CHANGE+DATA_EXTEND|123718|1|99467|2|not_content_indexed|2|0|0x00000000|0
Schedule Work|50894112|2024-10-24 06:20:40.2425207|DATA_TRUNCATION|101799|1|99102|1|archive|2|0|0x00000000|0
Schedule Work|50894200|2024-10-24 06:20:40.2425207|DATA_TRUNCATION+DATA_EXTEND|101799|1|99102|1|archive|2|0|0x00000000|0
OSProvider.dll|51155888|2024-10-24 07:16:22.4521281|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31044|2|30270|16|archive|2|0|0x00000000|0
OSProvider.dll|51155976|2024-10-24 07:16:22.4673730|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31044|2|30270|16|archive|2|0|0x00000000|0
OSProvider.dll|51156064|2024-10-24 07:16:22.4673730|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31044|2|30270|16|archive|2|0|0x00000000|0
OSProvider.dll|51156152|2024-10-24 07:16:22.4673730|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31044|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156240|2024-10-24 07:16:22.4673730|FILE_CREATE+EA_CHANGE|31045|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156336|2024-10-24 07:16:22.4673730|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31045|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156432|2024-10-24 07:16:22.4673730|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31045|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156528|2024-10-24 07:16:22.4833052|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31045|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156624|2024-10-24 07:16:22.4833052|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31045|2|30270|16|archive|2|0|0x00000000|0
ProvProvider.dll|51156720|2024-10-24 07:16:22.4833052|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31045|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51156816|2024-10-24 07:16:22.4833052|FILE_CREATE+EA_CHANGE|31046|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51156928|2024-10-24 07:16:22.4833052|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31046|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51157040|2024-10-24 07:16:22.4833052|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31046|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51157152|2024-10-24 07:16:22.4990397|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31046|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51157264|2024-10-24 07:16:22.4990397|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31046|2|30270|16|archive|2|0|0x00000000|0
SetupPlatformProvider.dll|51157376|2024-10-24 07:16:22.4990397|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31046|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157488|2024-10-24 07:16:22.4990397|FILE_CREATE+EA_CHANGE|31047|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157584|2024-10-24 07:16:22.4990397|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31047|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157680|2024-10-24 07:16:22.4990397|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31047|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157776|2024-10-24 07:16:22.4990397|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31047|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157872|2024-10-24 07:16:22.4990397|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31047|2|30270|16|archive|2|0|0x00000000|0
SmiProvider.dll|51157968|2024-10-24 07:16:22.4990397|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31047|2|30270|16|archive|2|0|0x00000000|0
SysprepProvider.dll|51158064|2024-10-24 07:16:22.5146757|FILE_CREATE+EA_CHANGE|31048|2|30270|16|archive|2|0|0x00000000|0
SysprepProvider.dll|51158168|2024-10-24 07:16:22.5146757|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31048|2|30270|16|archive|2|0|0x00000000|0
SysprepProvider.dll|51158272|2024-10-24 07:16:22.5146757|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31048|2|30270|16|archive|2|0|0x00000000|0
TRUSTEDINSTALLER.EXE-3CC531E5.pf|51158376|2024-10-24 07:16:22.5302831|DATA_TRUNCATION|34237|5|65094|2|archive+not_content_indexed|2|0|0x00000000|0
TRUSTEDINSTALLER.EXE-3CC531E5.pf|51158504|2024-10-24 07:16:22.5302831|DATA_TRUNCATION+DATA_EXTEND|34237|5|65094|2|archive+not_content_indexed|2|0|0x00000000|0
TRUSTEDINSTALLER.EXE-3CC531E5.pf|51158632|2024-10-24 07:16:22.5302831|DATA_TRUNCATION+DATA_EXTEND+CLOSE|34237|5|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-AE7DB802.pf|51158760|2024-10-24 07:16:22.5302831|DATA_TRUNCATION|1123|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-AE7DB802.pf|51158872|2024-10-24 07:16:22.5302831|DATA_TRUNCATION+DATA_EXTEND|1123|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-AE7DB802.pf|51159040|2024-10-24 07:16:22.5302831|DATA_TRUNCATION+DATA_EXTEND+CLOSE|1123|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SysprepProvider.dll|51159152|2024-10-24 07:16:22.5457496|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31048|2|30270|16|archive|2|0|0x00000000|0
SysprepProvider.dll|51159256|2024-10-24 07:16:22.5614288|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31048|2|30270|16|archive|2|0|0x00000000|0
SysprepProvider.dll|51159360|2024-10-24 07:16:22.5614288|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31048|2|30270|16|archive|2|0|0x00000000|0
TransmogProvider.dll|51159464|2024-10-24 07:16:22.5614288|FILE_CREATE+EA_CHANGE|31049|2|30270|16|archive|2|0|0x00000000|0
TransmogProvider.dll|51159568|2024-10-24 07:16:22.5614288|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31049|2|30270|16|archive|2|0|0x00000000|0
TransmogProvider.dll|51159672|2024-10-24 07:16:22.5614288|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31049|2|30270|16|archive|2|0|0x00000000|0
TIWORKER.EXE-C101ABCD.pf|51159776|2024-10-24 07:16:22.5769183|DATA_TRUNCATION|102326|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
TIWORKER.EXE-C101ABCD.pf|51159888|2024-10-24 07:16:22.5769183|DATA_TRUNCATION+DATA_EXTEND|102326|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
TIWORKER.EXE-C101ABCD.pf|51160000|2024-10-24 07:16:22.5769183|DATA_TRUNCATION+DATA_EXTEND+CLOSE|102326|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
TransmogProvider.dll|51160112|2024-10-24 07:16:22.5769183|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31049|2|30270|16|archive|2|0|0x00000000|0
TransmogProvider.dll|51160216|2024-10-24 07:16:22.5926811|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31049|2|30270|16|archive|2|0|0x00000000|0
TransmogProvider.dll|51160320|2024-10-24 07:16:22.5926811|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31049|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160424|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE|31050|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160528|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31050|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160632|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31050|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160736|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31050|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160840|2024-10-24 07:16:22.5926811|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31050|2|30270|16|archive|2|0|0x00000000|0
UnattendProvider.dll|51160944|2024-10-24 07:16:22.5926811|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31050|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161048|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE|31051|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161144|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31051|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161240|2024-10-24 07:16:22.5926811|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31051|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161336|2024-10-24 07:16:22.6081795|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31051|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161432|2024-10-24 07:16:22.6081795|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31051|2|30270|16|archive|2|0|0x00000000|0
VhdProvider.dll|51161528|2024-10-24 07:16:22.6081795|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31051|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51161624|2024-10-24 07:16:22.6238621|FILE_CREATE+EA_CHANGE|31052|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51161720|2024-10-24 07:16:22.6238621|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE|31052|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51161816|2024-10-24 07:16:22.6238621|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND|31052|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51161912|2024-10-24 07:16:22.6549650|FILE_CREATE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31052|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51162008|2024-10-24 07:16:22.6549650|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE|31052|2|30270|16|archive|2|0|0x00000000|0
WimProvider.dll|51162104|2024-10-24 07:16:22.6549650|FILE_CREATE+BASIC_INFO_CHANGE+EA_CHANGE+SECURITY_CHANGE+DATA_EXTEND+DATA_OVERWRITE+CLOSE|31052|2|30270|16|archive|2|0|0x00000000|0
diagerr.xml|51162200|2024-10-24 07:16:22.7176244|DATA_EXTEND|1687|2|1647|4|archive|2|0|0x00000000|0
diagwrn.xml|51162288|2024-10-24 07:16:22.7176244|DATA_EXTEND|1691|3|1647|4|archive|2|0|0x00000000|0
setupact.log|51162376|2024-10-24 07:16:22.7176244|DATA_EXTEND|1643|61|1647|4|archive|2|0|0x00000000|0
setuperr.log|51162464|2024-10-24 07:16:22.7176244|DATA_EXTEND|1685|2|1647|4|archive|2|0|0x00000000|0
F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.lock|51162552|2024-10-24 07:16:22.9365798|DATA_OVERWRITE|106601|2|106600|2|archive+temporary|2|0|0x00000000|0
F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.lock|51162696|2024-10-24 07:16:22.9365798|DATA_OVERWRITE+CLOSE|106601|2|106600|2|archive+temporary|2|0|0x00000000|0
COMPATTELRUNNER.EXE-DB97728F.pf|51162840|2024-10-24 07:16:22.9519848|DATA_TRUNCATION|108708|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
COMPATTELRUNNER.EXE-DB97728F.pf|51162968|2024-10-24 07:16:22.9519848|DATA_TRUNCATION+DATA_EXTEND|108708|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
COMPATTELRUNNER.EXE-DB97728F.pf|51163136|2024-10-24 07:16:22.9519848|DATA_TRUNCATION+DATA_EXTEND+CLOSE|108708|11|65094|2|archive+not_content_indexed|2|0|0x00000000|0
CONHOST.EXE-1F3E9D7E.pf|51163264|2024-10-24 07:16:22.9519848|DATA_TRUNCATION|101197|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
CONHOST.EXE-1F3E9D7E.pf|51163376|2024-10-24 07:16:22.9519848|DATA_TRUNCATION+DATA_EXTEND|101197|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
CONHOST.EXE-1F3E9D7E.pf|51163488|2024-10-24 07:16:22.9675731|DATA_TRUNCATION+DATA_EXTEND+CLOSE|101197|2|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-DCBDF9F5.pf|51163600|2024-10-24 07:16:23.7019864|DATA_TRUNCATION|110078|3|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-DCBDF9F5.pf|51163712|2024-10-24 07:16:23.7019864|DATA_TRUNCATION+DATA_EXTEND|110078|3|65094|2|archive+not_content_indexed|2|0|0x00000000|0
SVCHOST.EXE-DCBDF9F5.pf|51163824|2024-10-24 07:16:23.7019864|DATA_TRUNCATION+DATA_EXTEND+CLOSE|110078|3|65094|2|archive+not_content_indexed|2|0|0x00000000|0
COMPONENTS|51163936|2024-10-24 07:16:24.5146127|BASIC_INFO_CHANGE|98630|1|3320|1|archive|2|0|0x00000000|0
COMPONENTS|51164016|2024-10-24 07:16:24.5454478|BASIC_INFO_CHANGE+CLOSE|98630|1|3320|1|archive|2|0|0x00000000|0
F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.lock|51164096|2024-10-24 07:16:25.8580770|DATA_OVERWRITE|106601|2|106600|2|archive+temporary|2|0|0x00000000|0
F4EB2D6C-ED2B-4BDD-AD9D-F913287E6768.lock|51164240|2024-10-24 07:16:25.8580770|DATA_OVERWRITE+CLOSE|106601|2|106600|2|archive+temporary|2|0|0x00000000|0
th[1].png|51164384|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|29013|5|997|9|archive+not_content_indexed|2|0|0x00000000|0
rainstart0[1].svg|51164464|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|1437|5|1293|3|archive+not_content_indexed|2|0|0x00000000|0
humidity[1].svg|51164560|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|30247|2|658|8|archive+not_content_indexed|2|0|0x00000000|0
greenup[1].svg|51164656|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|27687|8|1126|7|archive+not_content_indexed|2|0|0x00000000|0
RoadHazard[1].svg|51164744|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|998|4|997|9|archive+not_content_indexed|2|0|0x00000000|0
reddown[1].svg|51164840|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|1258|3|1126|7|archive+not_content_indexed|2|0|0x00000000|0
AAehOqB[1].svg|51164928|2024-10-24 07:16:26.8737489|FILE_DELETE+CLOSE|993|9|658|8|archive+not_content_indexed|2|0|0x00000000|0
EC0F5VSY|51165016|2024-10-24 07:16:26.8737489|BASIC_INFO_CHANGE|1126|7|106392|2|directory1+not_content_indexed|2|0|0x00000000|0
EC0F5VSY|51165096|2024-10-24 07:16:26.8737489|RENAME_OLD_NAME+BASIC_INFO_CHANGE|1126|7|106392|2|directory1+not_content_indexed|2|0|0x00000000|0
00070000000004664CDBD2D8|51165176|2024-10-24 07:16:26.8737489|RENAME_NEW_NAME+BASIC_INFO_CHANGE|1126|7|29|1|directory1+not_content_indexed|2|0|0x00000000|0
00070000000004664CDBD2D8|51165288|2024-10-24 07:16:26.8737489|RENAME_NEW_NAME+BASIC_INFO_CHANGE+FILE_DELETE+CLOSE|1126|7|29|1|directory1+not_content_indexed|2|0|0x00000000|0
H8PZ14FI|51165400|2024-10-24 07:16:26.8737489|BASIC_INFO_CHANGE|1293|3|106392|2|directory1+not_content_indexed|2|0|0x00000000|0
H8PZ14FI|51165480|2024-10-24 07:16:26.8737489|RENAME_OLD_NAME+BASIC_INFO_CHANGE|1293|3|106392|2|directory1+not_content_indexed|2|0|0x00000000|0
